rollout/ep_len_mean,rollout/ep_rew_mean,stats/capacity,stats/empty,stats/episodes,stats/full,stats/initial_level,stats/penalty,stats/successful_episodes,stats/switch_violations,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,eval/crash_episodes,eval/crash_rate,eval/mean_ep_length,eval/mean_reward,eval/safe_rate,eval/success_episodes,eval/success_rate,eval/this_episodes,step,wall_time,eval/wall_time
5.489999771118164,-9.484307289123535,100.0,0.0,351.0,0.0,50.0,10.0,0.0,349.0,734.0,0.0009369709296151996,0.0,0.20000000298023224,-0.6929059624671936,-0.005921006202697754,9.999999747378752e-05,17.72606086730957,-0.005267056170850992,53.40757369995117,30.0,1.0,15.699999809265137,8.693638801574707,0.0,0.0,0.0,30.0,2048,1672591642.4587781,1672591642.4587781
5.269999980926514,-9.498062133789062,100.0,0.0,724.0,0.0,50.0,10.0,0.0,722.0,598.0,0.015057500451803207,0.107666015625,0.20000000298023224,-0.6817008852958679,-0.03672385215759277,9.999999747378752e-05,3.408888101577759,-0.027272436767816544,17.972482681274414,30.0,1.0,26.399999618530273,13.199481010437012,0.0,0.0,0.0,30.0,4096,1672591646.509583,1672591646.509583
7.360000133514404,-8.775941848754883,100.0,0.0,1010.0,0.0,50.0,10.0,0.0,1008.0,600.0,0.028036614879965782,0.41650390625,0.20000000298023224,-0.6095916032791138,-0.09185218811035156,9.999999747378752e-05,1.5641366243362427,-0.05615326017141342,3.631059408187866,0.0,0.0,1000.0,710.217529296875,1.0,30.0,1.0,30.0,6144,1672591649.8976629,1672591649.8976629
9.09000015258789,-7.7657623291015625,100.0,0.0,1234.0,0.0,50.0,10.0,0.0,1232.0,574.0,0.05764675512909889,0.2918457090854645,0.20000000298023224,-0.49927768111228943,0.022689759731292725,9.999999747378752e-05,2.4390475749969482,-0.059498380869627,5.048532009124756,0.0,0.0,1000.0,775.083740234375,1.0,30.0,1.0,30.0,8192,1672591653.928088,1672591653.928088
13.600000381469727,-4.386944770812988,100.0,0.0,1366.0,0.0,50.0,10.0,0.0,1364.0,549.0,0.018561920151114464,0.11293945461511612,0.20000000298023224,-0.43077602982521057,-0.01757371425628662,9.999999747378752e-05,3.5059967041015625,-0.028566796332597733,8.221230506896973,0.0,0.0,1000.0,773.7250366210938,1.0,30.0,1.0,30.0,10240,1672591658.3163269,1672591658.3163269
15.420000076293945,-2.0845398902893066,100.0,0.0,1383.0,0.0,50.0,10.0,0.0,1381.0,549.0,0.011089296080172062,0.09526367485523224,0.20000000298023224,-0.37794026732444763,0.10001134872436523,9.999999747378752e-05,4.7436747550964355,-0.028314637020230293,11.155119895935059,0.0,0.0,1000.0,774.76318359375,1.0,30.0,1.0,30.0,12288,1672591662.02561,1672591662.02561
20.3799991607666,1.3888081312179565,100.0,0.0,1512.0,0.0,50.0,10.0,0.0,1510.0,556.0,0.010300816968083382,0.06870117038488388,0.20000000298023224,-0.34695079922676086,0.12497931718826294,9.999999747378752e-05,7.508683681488037,-0.022177869454026222,16.68699073791504,0.0,0.0,1000.0,782.9863891601562,1.0,30.0,1.0,30.0,14336,1672591665.436627,1672591665.436627
22.56999969482422,3.4840314388275146,100.0,0.0,1613.0,0.0,50.0,10.0,0.0,1611.0,562.0,0.006060685031116009,0.05463867262005806,0.20000000298023224,-0.334572970867157,0.16736406087875366,9.999999747378752e-05,10.435405731201172,-0.017819594591856003,21.562397003173828,0.0,0.0,1000.0,783.2528076171875,1.0,30.0,1.0,30.0,16384,1672591668.7952378,1672591668.7952378
25.65999984741211,5.686999320983887,100.0,0.0,1702.0,0.0,50.0,10.0,0.0,1700.0,567.0,0.005714906379580498,0.05361328274011612,0.20000000298023224,-0.3036426901817322,0.1780824065208435,9.999999747378752e-05,13.89869213104248,-0.017681123688817024,29.988040924072266,0.0,0.0,1000.0,880.9320678710938,1.0,30.0,1.0,30.0,18432,1672591672.141907,1672591672.141907
30.18000030517578,9.381654739379883,100.0,0.0,1777.0,0.0,50.0,10.0,0.0,1775.0,558.0,0.004753063432872295,0.05473632737994194,0.20000000298023224,-0.32646122574806213,0.20243442058563232,9.999999747378752e-05,16.24901008605957,-0.01552919764071703,36.07440948486328,0.0,0.0,1000.0,875.7470703125,1.0,30.0,1.0,30.0,20480,1672591676.345946,1672591676.345946
33.43000030517578,11.900378227233887,100.0,0.0,1823.0,0.0,50.0,10.0,0.0,1821.0,531.0,0.004909842740744352,0.05258788913488388,0.20000000298023224,-0.3054666221141815,0.22376585006713867,9.999999747378752e-05,17.71597671508789,-0.016354292631149292,43.18349838256836,0.0,0.0,1000.0,898.0107421875,1.0,30.0,1.0,30.0,22528,1672591682.068156,1672591682.068156
43.61000061035156,19.03302574157715,100.0,0.0,1837.0,0.0,50.0,10.0,0.0,1835.0,516.0,0.003383283969014883,0.02309570275247097,0.20000000298023224,-0.28522154688835144,0.12922930717468262,9.999999747378752e-05,26.041637420654297,-0.011725662276148796,60.422245025634766,0.0,0.0,1000.0,917.0994262695312,1.0,30.0,1.0,30.0,24576,1672591687.2724211,1672591687.2724211
54.65999984741211,27.249916076660156,100.0,0.0,1895.0,0.0,50.0,10.0,0.0,1893.0,518.0,0.00303326896391809,0.01669921912252903,0.20000000298023224,-0.2777436077594757,0.1759127378463745,9.999999747378752e-05,29.188634872436523,-0.010020899586379528,65.3945541381836,0.0,0.0,1000.0,916.5848388671875,1.0,30.0,1.0,30.0,26624,1672591691.053239,1672591691.053239
67.66000366210938,36.90242385864258,100.0,0.0,1928.0,0.0,50.0,10.0,0.0,1926.0,523.0,0.0030622808262705803,0.02119140699505806,0.20000000298023224,-0.2622393071651459,0.16627079248428345,9.999999747378752e-05,34.592899322509766,-0.00925528071820736,75.95889282226562,0.0,0.0,1000.0,916.9342651367188,1.0,30.0,1.0,30.0,28672,1672591694.460207,1672591694.460207
81.08000183105469,46.70665740966797,100.0,0.0,1953.0,0.0,50.0,10.0,0.0,1951.0,387.0,0.0030719854403287172,0.02446288987994194,0.20000000298023224,-0.21995943784713745,0.10734325647354126,9.999999747378752e-05,47.802669525146484,-0.008981732651591301,86.95731353759766,0.0,0.0,1000.0,913.6323852539062,1.0,30.0,1.0,30.0,30720,1672591718.899382,1672591718.899382
97.98999786376953,59.353538513183594,100.0,0.0,1976.0,0.0,50.0,10.0,0.0,1974.0,396.0,0.0013933342415839434,0.00942382775247097,0.20000000298023224,-0.2283170074224472,0.082938551902771,9.999999747378752e-05,35.53975296020508,-0.0052976240403950214,74.41942596435547,0.0,0.0,1000.0,916.2265014648438,1.0,30.0,1.0,30.0,32768,1672591722.363393,1672591722.363393
108.29000091552734,67.1711196899414,100.0,0.0,1991.0,0.0,50.0,10.0,0.0,1989.0,404.0,0.0022137826308608055,0.01235351525247097,0.20000000298023224,-0.20459631085395813,0.12309390306472778,9.999999747378752e-05,40.552146911621094,-0.006372293457388878,80.95034790039062,0.0,0.0,1000.0,921.1640014648438,1.0,30.0,1.0,30.0,34816,1672591725.7974882,1672591725.7974882
120.02999877929688,76.1786117553711,100.0,0.0,1996.0,0.0,50.0,10.0,0.0,1994.0,411.0,0.0028591183945536613,0.02651367150247097,0.20000000298023224,-0.21923503279685974,0.13820993900299072,9.999999747378752e-05,57.11870574951172,-0.0070420242846012115,63.42400360107422,0.0,0.0,1000.0,927.4835205078125,1.0,30.0,1.0,30.0,36864,1672591729.2028239,1672591729.2028239
138.6999969482422,90.73428344726562,100.0,0.0,2007.0,0.0,50.0,10.0,0.0,2005.0,418.0,0.0025219162926077843,0.024169921875,0.20000000298023224,-0.2138868272304535,0.010487496852874756,9.999999747378752e-05,46.97734069824219,-0.004977633245289326,72.76896667480469,0.0,0.0,1000.0,927.5275268554688,1.0,30.0,1.0,30.0,38912,1672591732.6302211,1672591732.6302211
154.80999755859375,102.91008758544922,100.0,0.0,2019.0,0.0,50.0,10.0,0.0,2017.0,348.0,0.0029976319056004286,0.034423828125,0.20000000298023224,-0.1927916705608368,0.08450078964233398,9.999999747378752e-05,21.718442916870117,-0.006654626224189997,52.43278121948242,0.0,0.0,1000.0,927.3491821289062,1.0,30.0,1.0,30.0,40960,1672591757.12315,1672591757.12315
